client,client_type,task_type,priority,task_text
Client_32,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'replace'.
Client_8,Growth,New item,High,A new resource needs to be created from scratch. Issue related to 'error'.
Client_2,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'modify text'.
Client_2,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'align'.
Client_10,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'spacing'.
Client_32,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'urgent'.
Client_32,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'move'.
Client_3,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'align'.
Client_25,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'cuts off'.
Client_11,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not respond'.
Client_32,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'reorder'.
Client_31,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not respond'.
Client_17,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'center'.
Client_19,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'error'.
Client_24,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'align'.
Client_25,Growth,Requested change,Low,The client requested a specific change. Issue related to 'remove phrase'.
Client_23,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'cuts off'.
Client_38,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'spelling'.
Client_22,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'lost'.
Client_37,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'urgent'.
Client_38,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'does not respond'.
Client_21,Retention,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'broken / is broken'.
Client_22,Retention,Requested change,Urgent,The client requested a specific change. Issue related to 'cuts off'.
Client_24,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'change location'.
Client_35,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'does not respond'.
Client_15,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'replace'.
Client_38,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'incomplete'.
Client_31,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'delete'.
Client_33,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'align'.
Client_13,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'change button'.
Client_36,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'spacing'.
Client_12,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'change button'.
Client_18,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'improve writing'.
Client_4,Retention,Requested change,High,The client requested a specific change. Issue related to 'misconfigured'.
Client_10,Neutral,Requested change,Low,The client requested a specific change. Issue related to 'remove phrase'.
Client_21,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'change image'.
Client_18,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'misconfigured'.
Client_26,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'misconfigured'.
Client_20,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'not visible'.
Client_13,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'blocks'.
Client_36,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'modify text'.
Client_2,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'delete'.
Client_5,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'fix style'.
Client_6,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'incomplete'.
Client_8,Retention,Requested change,High,The client requested a specific change. Issue related to 'does not appear'.
Client_16,Retention,Requested change,High,The client requested a specific change. Issue related to 'does not respond'.
Client_16,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'bug'.
Client_14,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'relocate'.
Client_32,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'lost'.
Client_31,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'update'.
Client_24,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'move'.
Client_39,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'increase space'.
Client_17,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'center'.
Client_8,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'change color'.
Client_1,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'simplify'.
Client_20,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'bug'.
Client_29,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'improve visibility'.
Client_6,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change image'.
Client_22,Neutral,Copy revision,Low,Review and correct the client's text. Issue related to 'improve writing'.
Client_17,Retention,Requested change,High,The client requested a specific change. Issue related to 'not responsive / does not adapt'.
Client_30,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'adjust'.
Client_29,Neutral,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'broken / is broken'.
Client_20,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'misconfigured'.
Client_34,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'fix style'.
Client_27,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'update'.
Client_17,Growth,Requested change,Normal,The client requested a specific change. Issue related to 'reduce size'.
Client_6,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not respond'.
Client_37,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'fix style'.
Client_40,Retention,Copy revision,Low,Review and correct the client's text. Issue related to 'rewrite'.
Client_17,Neutral,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'lost'.
Client_39,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'tone'.
Client_37,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'modify text'.
